Tweets;Status
reklamdaki cocuklarin sevimliligi turkcell'in antipatikligini kapatmiyor.;2
bizim evde cekmiyosunuz turkcell;2
yirmi birinci yüzyýlda beþinci katta evimin mutfaðýnda turkcell çekmiyor þuan altý tane sandalyenin üstünden yazýyorum ayýptýr;2
vodafonetr içkale kurumsal maðazanýz sayesinde turkcell'den 9 tane hattýmý kullanamýyorum.sahtekar dolandýrýcý üç kaðýtçýsýnýz;2
2013 sonunda 35.2 milyon abone sayýsý olan turkcell'in, 2014 sonu itibariyle abone sayýsý 34.6 milyona düþtü.;2
turkcell reklamda da söylendigi gibi dümdük müþteri hizmetlerini arýyorum kimse bakmýyor. dümdük corc amcaya þikayetmi edelim;2
turkcell saðolasun internetimizi kesti zaten elektiriðimizi kesen kesti gündemden bir haber kaldýk olan biten ne resmen fikrim yok.;2
müþteri temsilciniz bana sormadan ek paket talep etme hakkýmý kaldýrmýþ bunu telefon kullanana sormadan nasýl yapabiliyor acaba? turkcell;2
turkcell ne belaymýþ ya ocaðýma incir aðacý dikti terk ediyorum haketti artýk;2
anahtarvrvrvr avea vodafonetr turkcell yazýklar olsun tüm operatörlere.;2
eþþek yüküyle para ödedigim turkcell gsm operatörü kaðný gibi çalýþan internet hizmetin için kalite standârtlarý...;2
turkcell'den ergen twiti;2
Attýðým her SMS için bana küfredeceksiniz. -Turkcell;2
Ayrýca hayat paylasýnca guzel degýl Turkcell. Negatýf ruh halý aktýflestýrýldý..;2
Su saatte bile Turkcell'den nefret etme sebebimin reklamlari oldugunu animsadim.. Ne lanet,ne igrenc reklam onlar.;2
turkcell ömrümü yedin ömrümü!;2
turkcell dakika gönderdi ama sadece turkcellerle konuþabiliyorum ne kötü ya diðer operatörleri arýyamýyorum :(;2
Sömürgeci turkcell anýnda çekiyo paramý yenilenemedi internet paketim :(;2
Turkcell'in ses tanýma kaydýný yapmak zorunda olmak korkunç bir duygu! Neden bu aptal cümleyi 3 kez tekrarlamak zorundayým :(;2
Turkcell reklamýndaki kadýn yüzünden hattýmý deðiþtirmek zorunda mýyaam :(;2
Turkcell iyice zývanadan çýktý :D giderek batýyor çekmiyor telefon . Hani 4 çekiyordu ?;2
Puk kodumu öðrenmek için aradýðým Turkcell'in zayýf güvenlik sorularý beni þaþýrttý! Böyle olmamalýydý acep!;2
turkcell hem bedava konusma verýyor ama konusmama ýzýn vermýyor nasýl oluyor bu anlamadým :D :D;2
Bu arada Turkcell internetiyle TTNET kapýþýr yemin ederim bu ne yavaþlýk !!;2
sevgili turkcell.. ''turkcell'lilerin yurt dýþýnda kafasý rahat'' diyorsun lakin yurt içinde kafasý bi dünya.. haberin olsun.. çok öpüyorum.;2
Turkcell kadar gýcýk bir operatör yok herhalde. Ulan ne kadar süre lira yüklemediðimi mesaj atarak, beni rencide ediyor...;2
Turkcell in söylenenden fazla gelen faturalarýný kýnýyorum !;2
Kontör yükledim ve turkcell hiç sormadan takýr takýr hepsini çekti.Sms yapacak kontor kalmadý.Þimdi küfür edende mi suç ettirende mi?;2
Turkcell 4 u geçtim bizim evde 3 çek yeter..Internete baðlanamiyorum besirlide bu ne iþ arkadaþ;2
Daha sms hakký dolmasýna iki gün vardý haber vermeden elimden aldý turkcell ya þerefsizler :(;2
Turkcell kampanyalarý yüzünden millet obez olacak;2
Turkcell gene sömürdün beni bee :D;2
Turkcell'den gelen faturam dudak uçuklattý :));2
Turkcell'e noldu ya :((((;2
Asansörde bile telefonum cekmezken  Turkcell in yerin bilmem kaç metre altýnda çeker reklamý birþey ifade etmiyor;2
Köye dogru çýktýkça Turkcell in çekim gücü azalýyo :D;2
Turkcell, ne 4 ne 3 ne de 2 Anadolu'da sehir merkezinde bile 3G iyi cekmiyor ...;2
Turkcell 1 kere mantýklý biþey yapsa zaten sadece 1 kere sömürmese kendime selocan þapkasý alýp sokak sokak dolaþýcam.;2
kaplumbaðanýn hýzý, Turkcell'in internet hýzýndan daha hýzlýdýr;2
"Neþet Ertaþ'ýn ölümü sonrasýnda Turkcell'in kullanýcýlarýna gönderdiði SMS tüm Türkiye'yi þoke etti.
 http://t.co/uGi0NpKi";2
Artýk, Turkcell ömrümü  yiyemeyecek , avea'ya ya geçtim... @_MehmetDinc_;2
Turkcell'in yuz kara reklami yine yayinlanmaya baslamis,harranli emine harvardli emilyden daha hizli video izliyormus :) cag atladik cag;2
turkcell bu ay herkese mi sisirdi bana mi ozel yoksa ben yurt disina mi gittim de hatirlamiyorum;2
Puk kodunu almak için turkcell müþteri hizmetleriyle yarým saat konuþtum.;2
Turkcell acunun programinlarinda reklam yapmaktan vazgecsin artik ya;2
Bir de diger sacma turkcell reklami gencleri anneye yalan soylemeye ozendiriyooo!! Izleyen her cocuk aklindan gecirir;2
"Turkcell'in Hülya Koçtiðitli reklamýnda \denizin ortasý\"" yazan yerde gayet \""Ýstanbul'un ortasý\"" ne kadar samiyetsiz bir reklam""";2
her turkcell reklami gibi hulya kocyigitli reklam de berbat.;2
Dilsizlere hat satmak için elemanlarýna iþaret dili öðreten üstüne reklam yapan Turkcell'in kafasýný yaþamak istiyorum.;2
Turkcell hit þarkýlarla reklam yapýyorsun ama olmuyor baþka bi seyler bul daha iyi .;2
Turkcell'de son 3 saat.. Sonra ver elini Freezone :);2
10 yýldan beri Superonline uzantýlý e-mail'imin bedelsiz bir ek hesabý vardý. Ýlk defa bu yýl onun için bedel istendi. Turkcell affetmez.;2
Turkcell yine saçmalamaya baþladý paketi iptal ediyorum aboneliðiniz bulunmamaktadýr diyo yüklüyorum aboneliðiniz var diyo;2
O kadar GB'dan nasýl o kadar MB kalabildi? ALLAH'IN YOK MU TURKCELL? Tamam, sakinim.;2
þu turkcell reklamý niye varki biz tatilde deðiliz nispet yapar gibi her izlediðimde moralim bozuluyo be;2
Turkcell kadar beyinsiz bir operatör görmedim ben ömrü hayatýmda. Bir sms paketi iptalinin neyini anlamýyorsunuz gerzekler.Çýldýrdým burda !;2
Ýnternet paketim 8 günde nasýl biter he bi anlatsana Turkcell;2
Bu turkcell kadar beyinsiz operatör görmedim.Internet paketim olmasýna raðmen hattýmda tl yok diye internete giremiyorum;2
Mesaj hakkýmý yanlýþlýkla Turkcell içi yaptým, kime mesaj atsam TL gidiyor. Ne kadar güzel.;2
Sözde heryerde çeken Turkcell neden Üsküdar-Eminönü vapurunda neden çekmiyor? @TurkcellHizmet @Turkcell;2
Turkcell reklamlarý çok ilginç geliyor. Ayda 29 liraya her yöne 1000 dakika ve 4 GB 3g internet kullanýnca 19 liraya 1 GB reklamý güldürüyor;2
Ve Turkcell Yildizli Geceler'in finalini Harbiye Acikhava'da yuzerek yaptik.. ??;2
3G her zaman ki gibi pilden çok yakýyor ve hiç çekmiyor turkcell! Edge daha stabil yavaþlýk ve baðlantý konusunda.;2
Sabahýn köründe milletin sevgilisi mesaj yazar bana da turkcell;2
Turkcell'in en sevmedigim mesaji SMS'inizin bitmesine 3 gün kaldi falan filan.;2
"Turkcell'in \Akýllý Kadýnlar Klubü\"" saçmalýðý ile kadýnlara yüklediði \""sakilsiniz kuzum\"" imasý?""";2
apple storeun açýlmasý iyi oldu.turkcell teknosa gibi milleti kazýklayan þirketlere kapak olsun ipadretina mini 999tl http://t.co/tbTkqSVjEo;2
Turkcell'in dönem dönem fenomen olan þeyleri kullanmasýndan kusacaðýz artýk. Copy paste in ötesine gitmesini diliyorum.;2
Turkcell'in gece bizim reklamý batsýn. Amcaya yazýk valla.;2
Senmisin turkcell beni ortada býrakan bende çipet pet pet þak þak þak kampanyasý yaparým hahaha ));2
Bi sesini duymak istedim, turkcell in bu reklamýna uyuz oluyorum bu aralar. Aslýnda istiyorum galiba.;2
Turkcell'e dolu dolu þikayet maili attým ama küfür edemedim içime oturdu neyse.;2
Turkcell dergilik uygulamasinin tek guzel yani dergileri ucretsiz sunmasi. Bunun disinda hicbir 1 yonu yok, tam bir çöp!;2
Turkcell'den 1GB ekstra internet aldým, ayýn 13'üne kadar tanýmlý fakat internet kullanýmýn ondan deðil ayýn 20'sindeki kotamýzdan düþüyor;2
Normal zamanda bilet yaðdýrýp, sömestr tatilinde ikinci bileti bedava vermeyen Turkcell sanada selam !!!! :);2
Bir sýnanma veyahut bir karma geri dönüþü olarak wireless'sýz yaþam. Turkcell adam olaydý da wireless'a esir etmeyeydi. Acaydým gollarýmý.;2
Turkcell niçin böylesine duygusal reklam yapýp tarifelerini öðrenci gelirinin 9514484936252 katý pahalý yapýyorsun?;2
Reklamlarda Turkcell ve vodafone internet þöyle hýzlý böyle hýzlý diyor gelsinlerde burda denesinler yav burda ikiside çekmiyor ne yapýyým;2
@superonlinetr yaklaþýk 25 gündür süren internet problemi sonunda halloldu teþekkürler turkcell.;2
Hurmada bile internet var ama sen þehrin göbeðinde interneti kes. Afferim turkcell çok mantýklý bir iþ;2
"Turkcell=çýkarcý
Turkcell=müþterisini sömüren
Turkcell=firsatçý
Turkcell=yüzsüz
Turkcell=kan emici
Turkcell=piþkin
Turkcell=HAYAL KIRIKLIÐIM";2
Abi Turkcell çok vergi koyuyo mk;2
Turkcell in 20. yýlýymýþ hediye sms gönderdiler.  Anca 20 yýlda bir gelen biþey kýymetini bilmek lazým;2
50 de yüklesen 20 de yüklesen Turkcell bi yolunu bulup -7.90'a getirebiliyor.;2
Ya turkcell yine yedi tl lerimi;2
Turkcell beni sesimden tanýmadý... Daha da olsa aramam;2
Turkcell neden internet hýzýmý tost makinesine düþürdü?;2
Turkcell kadar kazik yok ya;2
Ulan whatsapp zaten gitmiþ benim twitter da sorun çýkarmaya baþladý. Turkcell'e her ay düzenli ödüyoruz yine paramýzla rezil oluyoruz.;2
Turkcell kadar kazýk operatör yok ya;2
Bu turkcell cok pis kazýklýyor be;2
Bu arada hiç acitasyonlu reklam görmeden bayramý geçirdik derken az önceki þarkýdan önce turkcell superonline'ýn leþ reklamý denk geldi. Abv;2
TTnetten sonra þimdi de turkcell cinslik yapmaya baþladý;2
valla Turkcell kabak tadý verdin.. turbo internet için ekstra para ödüyorum, ayýn yarýsýnda çevirmeli modem gibisin.;2
Turkcell amk ne kadar berbat öperatördür ya.;2
Turkcell Superonline, gorusmeleri kaydetmeme ragmen defalarca soz verip yerine getirmedi. Uzak durulmasini tavsiye ediyorum.@superonlinetr;2
Turkcell kadar kazýk bi operator yok arkadaþ.;2
Uykumunda içine ettin sabah sabah Turkcell;2
Turkcell in hesabý hacklenmiþ;2
Digiturk senin kadar para delisi görmedim turkcell li bile geçtin;2
Oo Turkcell'in reklama bak bizim Edebiyat Fakültesinin hergele meydaninda cekmisler. Hic inandýrýcý degil afiþler pankartlar yok. :);2
Benim paramý turkcell yediði kadar hicbir þey yemedi þu dünyada, bakýn þerefsiz evladýyým aðlamamak için kendimi zor tutuyorum;2
"Verdiðim en mantýklý kararlardan biri numaramý Turkcell'den Vodafone'a taþýmaktý. Ýnsanlar durduk yere tarifeme 10 lira indirim yaptý ya &lt;3";2
@Tamindir 3g turkiyede kotu paket internet 3g hiz dusuk yapiyor turkcell :(;2
Turkcell tarafýndan kanser edilmek için harika 1 gece :(;2
Turkcell'de rekor kayýp: Bir yýlda 600 bin abone býraktý http://t.co/JyNZYxIqPp @zamancomtr aracýlýðýyla;2
Turkcell kullanmak tamamen saçmalýk. Adamlar ayaküstü insan kazýklýyor.;2
#turkcell  Bakýrköy Osmaniye'nin bazý noktalarýnda çekmemektedir. Telefon görüþmeleri yapýlamýyor Turkcell bu sorunu bir an önce çözmeli;2
turkcell reklamýndaký adam gülmekten gözleri yüzünün içine hapsoldu.yalancý gülücüðün en beteri.itici ve bi o kadar soðuk bir reklam.;2
Ülkece 4G'ye geçeceðiz ama Turkcell daha 3G hizmetini veremiyor. Çünkü Ýstanbul'un göbeðinde yeterli altyapýlarý yokmuþ. @TurkcellHizmet;2
'Soyup soðana çevirmek''sözünü atalarýmýz,Turkcell için söylemiþ,olabilir mi?:(;2
Oh be. Turkcell'den kurtuldum rahatladým. Resmen hiçbir yerde çekmiyordu be. Yaþasýn @VodafoneTR;2
Vicdansýz Turkcell yine boþuna 6 tl mi yedi;2
Turkcell'in o reklamlardaki gibi olan mükemmel internet hýzýndan yararlanamayan tek kiþi ben miyim yoksa hepimiz enayi miyiz ?;2
"cayma bedeli nedir aq turkcell kere yaa
ulan borcu peþin ödedik diye enayi mi olduk";2
Ya bu turkcell yüzünden sabahtan beri hiçbir sosyal að kullanamýyorum;2
Allah cezaný versin turkcell tüm müþterilerini kaybedersin inþallah.;2
internetim o kadar yavaþ ki yanlýzca bi storyi yüklemek için 6373737 saattir bekliyorum teþekkürler turkcell :-);2
Abv turkcell senin gibi þey ney o olmaz olsun turkcell;2
Hangi Turkcell maðazasýna kontör yüklemek için gitsem,sistemler çalýþmýyor diyorlar,çýldýrtmaya mý çalýþýyorsunuz lan insaný ey Turkcell!!??;2
turkcell'in hattýmdan her seferinde vergi almasýndan býktým;2
Turkcell piþmanlýktýr Superonline daha büyük piþmanlýk...;2
Turkcell nette sýkýntý vermeye baþladi.s;2
turkcell Once CalISanlarIna mUSterilere ^tatlIm^ diye hitap etmemeleri gerektiGini OGretsin. saygIsIzlIGIn da bOylesi;2
turkcell git baSImdan ..;2
turkcell superonline almayIn baSInIz agrImasIn!;2
hattIn sUrekli kesilmesi turkcell'in yeni bi tarifesi sanIrIm.. ya da oldukCa avantajlI bi pakete sahibim.. konuSmama dahi izin vermiio;2
#turkcellturkiyedir turkcell le hayata baglanacaGIma 12 aylIk sOzle?mem bittiGi gUn vodafone la anI ya?ayacam. son iki ay kaldI |00;2
#turkcellturkiyedir turkcell ensardIr turkcell sapIk sevicidir. bIrakIn bu masum ayaklarInI. sizi ancak sapIklar korur artIk. mutlu olun.;2
tecavUz olayI hariC de turkcell iSe yaramaz, 15 liralIk paketi 40 liraya satIyor sIfIr masraf. #turkcellturkiyedir;2
turkcell akp dir.. turkcell ensar dir..turkcell tecavuzculerin yanIndadIr..kisaca turkcell le baglanamiyoz hayata.. #turkcellturkiyedir;2
hayat da sevmediGim 3 Sey rte, fenevbahCe ve tabiki turkcell #turkcellturkiyedir;2
ota COpe tUrkiye'dir demekten vazgeCin ! hangi cUretle #turkcellturkiyedir ?? turkcell ensarcelldir !!!;2
turkcell tUrkiye falan deGildir turkcell nedir biliyor musunuz pislik yuvasIna sponsorluGa devam eden bir ucubedir #turkcellturkiyedir;2
turkcell cicuk tecavUzcUlerinin sponsorudur ve olmaya devam etmekte de israrcIdIr.;2
turkcell ile vedalaSIyoruz. gider ayak ^yamyam^lIGInI yaptI. olsun! herkes kendi yoluna...;2
ensar vakfI sponsoru olduGunu OGrenince bugUn turkcell aboneliGinden CIktIm. faturalI hatta geCtikten sonra 3 ay iCinde cayma hakkInIz var.;2
iSi gUcU kelime cambazlIGIyla alevere dalavere olan turkcell ... senin allah belanI ...;2
#CanakkaleyeyazIyorum turkcell Simdi de Canakkale Uzerinden prim yapIyor, milleti soydunuz soGana Cevirdiniz bir Sirket bu kadar dansOz olur;2
yavSaksIn turkcell;2
turkcell interneti Cok yavaSlattI. sonra hIzI normale Cevirip 4.5g diye millete kazIk atacaklar. internetide Cabuk bitiyor artIk.;2
ben OmrUmde turkcell ve superonline kadar alCak, namussuz, Serefsiz firma gOrmedim.allah belanIzI versin! @superonlinetr @turkcellhizmet;2
"en bUyUk soygunculara Ornek; turkcell";2
turkcell live tv dolandIcIrIlIGI turkcell e gUvenmekle hata etmiSiz!!!;2
ben neden turkcell musteri hizmetlerine baglanamiorum #turkcell |40 hayata bagliyor musteritemsilcisinebaglamiyor |06bok turkcell.;2
turkcell iCin CalISIyorum resmen maaSImI size yatIrsInlar |13 |13;2
@gruntag turkcell kazIk;2
@torictioner turkcell pahalI avea ucuz ama Cok yavaS;2
hani turkcell in Cekim gUcU vardI, bizim okulda Cekmiyor |14@turkcell;2
aSk acIsIyla turkcell'in kazIklarI OlUmUne kapISIr. |11;2
turkcell 2 yIldIr bana aynI mesajI atIyor. hep aynI senfoni yaa.. yalansIn #turkcell yazIklar olsun @turkcellhizmet;2
bir daha turkcell sizi ararsa asla aCmayIn! kazIklIyorlar!;2
@akbankdestek bir gOrUSebilir miyiz? 5 dkdIr operatOrle gOrUSmeyi bekliyorum, turkcell bu dklarI bedava vermiyor..;2
@mertbekci turkcell yedi bizi |13;2
burdan gece gece allah belanI versin turkcell;2
cnm turkcell 14 gb veriyosun da bir gUnde nasIl bitsin it;2
turkcell bile sevgililer gUnUmU kutlamadI ayIp yani ayIp;2
@gnctrkcll yahudiden korkan ama ismi turkcell olan bir marka.tUrklUGUnUzden utanIn ve arkasnda duramayacaGInIz iS yapmayIn. #CareyIldIztilbe;2
bu ay 18 gb internet bitti ulan 18 gb internetle internet kafe iSletiyo adamlar abv turkcell.;2
lan Su turkcell de bir tane uygun fiyata bir 3 lu paket yok ya..;2
turkcell mesaj yollamIS yok sevgiline bilmemle falan ulan bir sor sevgilin var mI diye fdmjsIofjdIosfjdsdddd;2
turkcell bu kritik sUreCte maGdur olan diyarbakIr halkInI neden yalnIz bIrakIr? vatandaSlardan tahsilat yapmak adIna;2
#yUzkarasIturkcell #CareyIldIztilbe yahudilerin lafInI dinleyip koskoca bestekar bir sanatCInIn reklamInI kaldIran #turkcell yazIk sana!!!;2
yIldIz tilbe'nin yahudilerle ilgili sOylediGi sOzler cehalet UrUnUdUr. ancak OzUr dilenmiS-bitmiS. turkcell'in yaptIGI ise saCmalIk;2
turkcell mUSteri hizmetlerini arayIp protesto edelim. cayma bedellerimizi OGrenelim gerekirse hatlarImIzi taSyalm #yIldIztilbeyalnIzdeGildir;2
kahrolsun turkcell var ol yIldIz tilbe. .. #benim14Subattanbeklentim;2
sessiz sedasIz reklamI Cekmek yeterli olmaz. turkcell'den bir OzUr bekliyoruz.;2
turkcell tiviplus bugUn gOzUmden dUStU. mUSteri hizmetleri tam 5 kez baSka birime aktardI beni.;2
CIkIyorum ulan turkcell'den, tUm ailemi kurtaracaGIm sizden, soyguncu, hIrsIzlar, vasIfsIzlar @turkcell;2
turkcell yIllardIr bahalI tarifelerinle iliGimi sOmUrdUn. OGrenciyim la benn biraz insaff |44;2
tUrk telekom bUyUk yatIrIm yapmIS. deGerlendirilmeli ilerleyen zamanlarda. turkcell Cok mUSteri kaybedecek.;2
turkcell beleSe bir Seyler verince tIrsIyorum bakalIm bu sefer nerden kazIk atIcaklar diye;2
turkcell Sebekeyi sUrekli kesip duruyo ayar oldum;2
turkcell kalben'in canIm SarkIsI harcamIS.. o nasIl itici bir reklam Oyle!! biz bu iSi hiC beceremiycez bence |12;2
arka fonda turkcell ISIk hIzIyla baGlan hayata... 9:16 saniye oldu anca baGlanabildim mUSteri hizmetlerine... |02;2
@turkcell Suan bulunduGum yer aCIk alan ama tUrkcell malesef Cekmiyor sizi ayakta alkISlIyorum;2
dolandIrIcIlIk, ahSaksIzlIk, etik dISI takIlmak alISkanlIk yapmIS turkcell in bUtUn Sirketlerinde. devlete yalakalIklarI bundan galiba.;2
uluslararasI hIrsIzlIk Sebekesi turkcell,milli takIma destek dUmeniyle kendi reklamInda.trilyonlarI gOtUrenler milli deGil zengin olur.;2
ensar vakfi sponsorlugundan sonra fatih terim'i de reklaminda oynatmissin ya turkcell... Igrendigim markalarda sirabasi oldun;2
ramazan ramazan geCmiSine sOvdUrdUn lan turkcell. resmen aylarca sOmUrmUSsUn beni..;2
@turkcell @kvkturkiye kvk ve turkcell piSmanlIktIr. bir daha turkcell ve kvk adInIn geCtiGi yerlerden alISveriS yapmayacaGIm.;2
turkcell denen sOmUrgeci emperyalist gUCler az Once 35liramI bir hiC uGruna benden ayIrdIlar;2
4.5g diyorlar ama e hIzIyla internete baGlanIyorum. turkcell adamI kanser eder! |12 |12 |02 |04;2
5 dakikadIr turkcell mUSteri hizmetlerine baGlanmak iCin bekliyorum. milyon dolarlar kazanan Sirketin bOyle olmasI rezillik.;2
